"corporacion","circunscripción","partido","partido1","candidato","genero","descipcion_movimiento"
"SENADO","NACIONAL","MOVIMIENTO UNITARIO METAPOLITICO","","YINA ANDREA RIVERA TORRES","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO UNITARIO METAPOLITICO","","HELEN GIZZELLE GARCIA HERRERA","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO UNITARIO METAPOLITICO","","LILIAN YANET SANCHEZ SANCHEZ","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO UNITARIO METAPOLITICO","","MARIA EUGENIA ARROYAVE ESPINAL","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","","CAROLINA MCCORMICK SANDOVAL","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","","WILDER RENE CASTIBLANCO MANDON","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","","LUIS FERNANDO MEZA VALENCIA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","","ROBERTO DIAZ GONZALEZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","","BEATRIZ ALICIA GIL CORREA","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","","PEDRO DIXON CAHUACHE RIVERA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","","GUSTAVO ENRIQUE ROJANO AMADOR","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","","GINNA MARCELA QUIROZ AGUAS","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","","MARIA CONSUELO CAÑON VELASQUEZ","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","","JHON FREDY CORREA BUITRAGO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","","JAVIER ALONSO CASTRO SOLIS","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","","MATIAS RODOLFO ROBAYO MARQUEZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","","ILDA ESPERANZA JAIMES PABON","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","","TERESA BAUTISTA DUQUE","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","","GUILLERMO ALZATE PARRA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","","JAVIER ANTONIO GUERRERO MOSQUERA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","","LEONARDO DARIO RAMIREZ DAVID","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","","LUIS CARLOS BRAY TOVAR","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","","NORIDA ESPERANZA JACOME SANCHEZ","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","","HECTOR JUNIOR CASTAÑEDA AREVALO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","","WILMER GERMAN NARVAEZ DURAN","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","","ALEXANDER RENE MORA ROCHA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","","DEISSY MARIA LOPEZ ESTRADA","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","","FELICIA BLANCO CANTILLO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","CORPORACION MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA","","CESAR AUGUSTO CADENA SOLANO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","","ELIZABETH GIRALDO GIRALDO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","","LIZA YOMARA GARCIA REYES","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","","JESSICA VIVIANA OBANDO CORREAL","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","","JESSICA SAMANTHA PEREIRA HOOKER","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","","MAGANY DEL CARMEN BELALCAZAR ORTEGA","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","","LORENA MARIA BAUTISTA RIQUETT","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","","LADY LORENA ROBAYO CARDENAS","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","","JURY CONSUELO ESPITIA ALARCON","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","","MAYRA INGRID GOMEZ CASTAÑEDA","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","","ROCIO NIETO ALARCON","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","","CINDY CAROLINA NAVARRO ARZUZA","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","","MEDARDO ALONSO PATIÑO PATIÑO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","","JUAN DAVID GONZALEZ GONZALEZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","","GABRIEL FERNANDO MEJIA OROZCO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","","JUAN JACOBO AGUDELO GALEANO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","ESTAMOS LISTAS COLOMBIA","","ANDRES MAURICIO MARIN CORREA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","GILBERTO TOBON SANIN","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","LAURA ANDREA GUERRERO LOPEZ","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","RAFAEL ALEJANDRO MARTINEZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","TULIA MARIA DE LAS MERCEDES BARRETO GURISATTI","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","HOLLMAN FELIPE MORRIS RINCON","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","DALILA HERNANDEZ PERICO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","RAFAEL MOTTA MALDONADO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","ANA DALILA GOMEZ BAOS","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","EMIRO ARIAS BUENO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","D' ANGELA SHIRLEY MAESTRE OÑATE","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","JORGE MIGUEL GUEVARA FRAGOZO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","EDITH DAYANARA SALAS MORELO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","PATRICIA LUCERO GUZMAN DIAZ","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","WILBERTH RIVAS HINESTROZA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","MARIA ROSA PALOMINO ARBOLEDA","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","CARLOS ENRIQUE RIVAS SEGURA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","DORA HERMINDA DAMIAN GOMEZ","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","EDILSON HUERFANO ORDOÑEZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","EVELYN ALFONSO BELLO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","ERNESTO CAMILO CUELLAR MELO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","ANGELA MARIA GOMEZ GALVEZ","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","CESAR HERNAN JEREZ MARTINEZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","YOMAIRA DE JESUS MONTENEGRO OROZCO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","ORLANDO SALCEDO MOYA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","EDERSON GARCIA VILLAMIZAR","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","JOSE OSCAR SALAZAR TABARES","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","VIRNA TERESA FADUL YENIZ","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","JOSE NILSON ARANA SANCHEZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","DAYANA VANESSA MEDINA ROMAÑA","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","MARTIN ALONSO CAICEDO CARABALI","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","FRANCISCO ROJAS LEYVA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","GLORIA INES FORERO MARTINEZ","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","GABRIEL TARAZONA JIMENEZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","XIMENA ANDREA RENGIFO QUINTERO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","CAROLINA MANCHOLA GARZON","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","JOSE MAURICIO CLAVIJO LUNA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","RAQUEL LIZARAZO QUIROGA","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","WILLIAM CARDONA VELEZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","LAURA JULIETH MARTINEZ MORALES","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","ISMAEL ANTONIO MOLINA GIRALDO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","MARIA VICTORIA TRUJILLO ARIAS","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","JUAN MANUEL GALEANO HERRERA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","LILIBETH MARIA TETE GUTIERREZ","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","MILENA SERRANO GARCIA","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","JORGE ENRIQUE LANCHEROS DELGADILLO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","SANDRA PATRICIA MORENO ROMERO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","REINALDO FRANCISCO CORTES BETANCOURT","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","VIVIANA HIGUERA AMAYA","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","ADOLFO ANTONIO ORDOÑEZ CHADID","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","SAUDITH MARIA ZURITA BALTAZAR","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","LUIS ENRIQUE YALANDA HURTADO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","DIANA CAROLINA SALAS FRAGOSO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","CESAR AUGUSTO GAVIRIA BURGOS","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","KEILA PATRICIA PEREZ ARAUJO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","WILSON ALZATE PIEDRAHITA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","MARLYS JOSETH FIGUEROA VASQUEZ","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","ADALBERTO BALLESTEROS GUAPE","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","ADA ISABEL RODRIGUEZ TORRES","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","KAREN MARGARITA ALTAMAR ROJAS","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","JOSE MANUEL BAUTISTA CRUZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","PEDRO DE JESUS DURAN BARAJAS","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","ABSALON DE JESUS ARIAS ARIAS","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","HUBER NELSON GUISAO GUISAO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","MIGUEL RUBEN FIQUITIVA BALCERO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","CARLOS HUMBERTO RUIZ RAMIREZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","WILMAN HERRERA IMITOLA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","JESUS AYALA AVILA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","JOSE ENRIQUE CHACON NORIEGA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","OSCAR JULIO RINCON HERNANDEZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","MARCELINO CARDENAS VANEGAS","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","MARLON DE JESUS CANTILLO BORRERO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","FRANCISCO JAVIER PANTOJA PANTOJA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","ABELARDO SANCLEMENTE","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","MANUEL GARCIA DIAZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
