,descripcion,nombre,partido,instagram,facebook,linkedin,tiktok,web,twitter,Circunscripción,Grado de estudio,Profesión,Cuatrienio,Fecha de nacimiento,Edad,Lugar de nacimiento,Género,Whatsapp,Oficina,Teléfono Oficina,Correo Electrónico,YouTube
50,"María del Rosario Guerra nació en Sincelejo, Sucre el 15 de octubre de 1.961. Es casada hace 37 años y tiene tres hijos.Estudió economía en la Universidad del Rosario de Bogotá. Tiene dos maestrías, una en Administración Pública y otra en Economía Agrícola, de las universidades de Harvard y Cornell en Estados Unidos, respectivamente.Realizó estudios en Ciencia, Tecnología e Innovación en la Universidad de San Diego, en California (Estados Unidos), y en la Universidad de Sao Paulo (Brasil).En su trayectoria profesional ha fungido ministra de las Tecnologías de la Información y las Comunicaciones durante el Gobierno del expresidente Álvaro Uribe, directora de Colciencias, vicerrectora y decana de la facultad de Economía de la Universidad del Rosario de Bogotá.Su destacada y constante labor en la vida pública y política de Colombia la llevó a convertirse en Senadora de la República para el periodo 2014 -2018, curul que volvió a ganar para el periodo 2018 – 2022 por el partido político Centro Democrático.“Charo” como es conocida esta sincelejana de 57 años de edad tiene la vocación se servir a la Patria y a sus regiones. Es una mujer católica con profundos valores éticos, los cuales pone en práctica tanto en su vida laboral como personal; este último motor de su existencia.Servir a su región y a su Patria siempre ha sido el objetivo académico, profesional y personal",María Del Rosario Guerra De La Espriella,Centro Democrático,,https://www.facebook.com/MaRosarioGuerra/,http://co.linkedin.com/pub/mar%C3%ADa-del-rosario-guerra/34/619/6b9,,,https://twitter.com/charoguerra,Circunscripción Nacional en ...,Maestría,Economista,2018-2022,15 de octubre de 1961,61,Sincelejo,Femenino,3125837871,Capitolio Piso 3,382 3000 ext: 5133 - 5174 - 5175,,https://www.youtube.com/channel/UCQjbDuVZ5OBNRKDN7ZiwmEQ
51,,Jorge Eliécer Guevara,Alianza Verde,,https://www.facebook.com/jorge.e.guevara.5,,,,https://twitter.com/guevaraamazonia,Circunscripción Nacional en ...,Universitaria,Abogado/a,2018-2022,10 de diciembre de 1955,67,Puerto Leguízamo,Masculino,,ST Ed. Nuevo Congreso,82 3000 ext: 3362 - 3363 - 3355 - 3356,,
52,"Ingeniero industrial de la Universidad Distrital FJC, Especialista en Servicios Públicos y Ambiente, Becario del Banco Interamericano de Desarrollo y actualmente Estudiante de Maestria -MDP- Uniandes.Exconcejal de Bogotá, Candidato a la Alcaldía de Bogotá 2011.",Carlos Eduardo Guevara Villabón,MIRA - Colombia Justa Libres,,https://www.facebook.com/carlosguevaramira,,,,https://twitter.com/carlos_guevara,Circunscripción Nacional en Distrito Capital,Maestría,Ingeniero/a,2022 - 2026,29 de enero de 1977,46,Bogotá,Masculino,3185895060,506 - 507 Ed. Nuevo Congreso,382 3000 ext: 3264 - 3265,,https://www.youtube.com/user/carloseduardoguevara
53,"Abogado de la Universidad de la Sabana con especialización en Opinión Pública y Mercadeo Político de la Universidad Javeriana.Realizó estudios de Seguridad y Defensa Nacional en la Escuela Superior de Guerra. Tienen diplomado en Liderazgo y Gobierno Municipal de la Universidad de la Sabana.Posee distintos seminarios como el de Sociedad, Gobierno y Fuerza Pública en Situaciones de Emergencia de la Escuela Superior de Guerra; Derechos Humanos y Derecho Internacional Humanitario de la Escuela Superior de Guerra; y el de Prevención y Seguridad Personal de la Organización de Estados Iberoamericanos O.E.I., entre otros.Fue director Nacional de la Escuela Superior de Administración Pública (Esap).Fuente: http://www.centrodemocratico.com/honorio-miguel-henriquez-pinedo/",Honorio Miguel Henríquez Pinedo,Centro Democrático,,https://www.facebook.com/honorio.henriquez,,,,https://twitter.com/honohenriquez,Circunscripción Nacional en Bolívar,Especialización,Abogado/a,2022 - 2026,Invalid Date,Sin edad asignada,Santa Marta,Masculino,,205B Ed. Nuevo Congreso,382 3000 ext: 3227 - 3248 - 3249,,
54,"Nació en Medellín el 12 de noviembre de 1973, hija de Frank Holguín (q.e.p.d) y Martha Moreno (q.e.p.d), hermana de María Marcela y Juan Sebastián. Reconocida como Mejor bachiller del colegio de la Universidad Pontificia Bolivariana. Es Comunicadora Social- Periodista de la Universidad Pontificia Bolivariana, egresada de la Maestría en Estudios Políticos con énfasis en economía y desarrollo de la misma universidad, egresada de la Maestría en Seguridad y Defensa Nacional de la Escuela Superior de Guerra. Cursó Política y estrategia de seguridad y defensa en el Centro de Estudios Hemisféricos de Seguridad y Defensa (CHDS) de la Universidad de Defensa en Washington y Terrorismo y contrainsurgencia en el mismo centro.Durante varios años fue docente de las universidades Pontificia Bolivariana y Eafit y conferencista internacional. Fue asesora de la Presidencia de la República de Colombia, durante el Gobierno del ex presidente Álvaro Uribe Vélez (2003- 2008, 2009- 2010); encargada de asuntos políticos de la Embajada de Colombia en México (2008- 2009); consultora de USAID en temas de seguridad y justicia, para iniciativa Mérida; asesora de la Presidencia de los Estados Unidos Mexicanos, durante el gobierno del ex presidente Felipe Calderón Hinojosa (2011- 2012). Consultora en seguridad en México y Argentina y Senadora por el Centro Democrático.Escribió la biografía del ex presidente Uribe, titulada “Uribe de carne y Hueso” de editorial Norma y fue la compiladora del texto “Del escritorio del Presidente”. En 2008 formó parte de la junta directiva del Instituto Tecnológico Metropolitano de Medellín –ITM. Fue reconocida en 2009 con la Medalla Coronel Guillermo Ferguson en el grado de Comendador de Presidencia de la República de Colombia y la Orden al Buen Ciudadano de la Policía Nacional de Colombia. En 2010 recibió un reconocimiento de la Federación Interamericana de Abogados- FI.Fuente: http://www.centrodemocratico.com/paola-andrea-holguin-moreno/",Paola Andrea Holguín Moreno,Centro Democrático,,https://www.facebook.com/paolaholguinm,,,,https://twitter.com/PaolaHolguin,Circunscripción Nacional en Antioquia,Maestría,Comunicador/a social,2022 - 2026,12 de noviembre de 1973,49,Medellín,Femenino,,703B Ed. Nuevo Congreso,382 3000 ext: 3315 - 3316 - 3753,,https://www.youtube.com/channel/UCycz_W2Scxgw9KWujeAClDg
55,"Contador de la Universidad de Medellín, Especialista en Alta Gerencia y Auditoría Financiera.Me he desempeñado como Concejal de Medellín, durante 3 períodos, fui presidente de esa Corporación, Presidente de la Comisión de Presupuesto y de la Comisión Asesora para la Cultura.Cuento con doce años de experiencia profesional en las áreas contable, presupuestal y financiera. He sido Auditor del Metro, Asesor del Contralor y Asesor en EPM.Posiciones PolíticasHe participado en el trámite de la mayoría de los proyectos de gran significado en el ámbito nacional, especialmente los relacionados con la economía.He desempeñado varios servicios a favor de la comunidad, del desarrollo social, de las causas cívico-políticas, económicas; en pro al fortalecimiento de la democracia en Colombia, especialmente en el departamento de Antioquia.Representante de Colombia ante el Parlamento Andino.Fuente: http://173.201.36.17/index.php?p=27&idc=74Representante a la Cámara por Antioquia (2006-2010). Senador por dos periodos (2010-2014 y 2014-2018)",Germán Darío Hoyos Giraldo,Partido de la U - Partido de la Unión por la Gente,,https://www.facebook.com/pages/German-Hoyos/183764866706?ref=ts&fref=ts,,,,https://twitter.com/GermanHoyos,Circunscripción Nacional en ...,Especialización,Contador/a,2018-2022,22 de septiembre de 1966,56,Guatapé,Masculino,3117191301,328B - 329B Ed. Nuevo del Congreso,382 3000 ext: 3372 - 3374,,
56,Ingeniero electricista egresado de la Universidad del Valle. Titular de la Secretaria de Tránsito del municipio de Yumbo.Representante a la Cámara en 2010 y en 2014.,Carlos Abraham Jiménez López,Cambio Radical,,https://www.facebook.com/AbrahamJimenezL,,,,https://twitter.com/AbrahamJimenezL,Circunscripción Nacional en Valle del Cauca,Universitaria,Ingeniero/a,2022 - 2026,28 de abril de 1982,41,Yumbo,Masculino,310 439 3271,222 Ed. Nuevo Congreso,382 3000 ext: 3301 - 3302 - 3779,Cjimenez96@hotmail.com,https://www.youtube.com/channel/UCXXzsZwbFRBkPX1dUiI_KHw
57,"Es abogado de la Universidad Externado de Colombia, tiene una especialización en el Instituto de Estudios Políticos de París y un Magister de la Escuela Nacional de Administración de Francia (ENA).Lara ha sido asesor externo del ministerio del Interior para temas de ordenamiento territorial y asesor del Alto Consejero Presidencial para la Acción Social. Fue director del Programa Presidencial de Modernización, Eficiencia, Transparencia y Lucha contra la Corrupción (2006) por lo que recibió el nombre de zar Anticorrupción.Desde 2002 se ha desempeñado como docente investigador en la Universidad Externado participando en investigaciones sobre reformas del Estado, fortalecimiento de organismos de control y entidades territoriales.Lara ha publicado artículos en revistas especializadas sobre sistemas de control fiscal, fortalecimiento de los departamentos, regionalización, finanzas territoriales, sistema presidencial y sistema parlamentario.Se posesionó como senador vocero del partido Cambio Radical desde abril del 2008 en reemplazo de Germán Vargas Lleras, actual candidato a la Presidencia. Fue representante a la Cámara por Bogotá en el cuatrienio 2014-2018.Fuente: http://www.lasillavacia.com/users/rolara",Rodrigo Lara Restrepo,Cambio Radical,,https://www.facebook.com/RodrigoLaraR,,,,https://twitter.com/Rodrigo_Lara_,Circunscripción Nacional en ...,Maestría,Abogado/a,2018-2022,12 de mayo de 1975,48,Bucaramanga,Masculino,,702B Ed. Nuevo Congreso,382 3000 ext: 4092,ofilararod@hotmail.com,http://www.youtube.com/user/rodrilararestrepo
58,"Abogado de la Universidad de Medellín, especialista en Contratación Estatal de la Universidad Externado de Colombia y aspirante a Magister en Gobierno y Políticas Públicas de la Universidad Externado de Colombia.En el plano profesional y laboral se ha desempeñado como Abogado Asesor en la Vicepresidencia de Transporte de Ecopetrol, cómo Secretario Privado y Secretario General de la Contaduría General de la Nación y cómo Asesor de la Secretaria de Hacienda del Departamento de Antioquía.Representante a la Cámara en dos periodos (2010-2014 y 2014-2018). Presenta su candidatura al Senado.",Juan Felipe Lemos Uribe,Partido de la U - Partido de la Unión por la Gente,,https://www.facebook.com/JFLemosU/,,,,https://twitter.com/JFLemosU,Circunscripción Nacional en Antioquia,Especialización,Abogado/a,2022 - 2026,12 de julio de 1977,45,Andes,Masculino,312 378 6220,322B Ed. Nuevo Congreso,382 3000 ext: 3364 - 3365,,https://www.youtube.com/watch?v=94PZ9uQlAMM
59,"Nació en el municipio de Calarcá Quindío, en un hogar de padres campesinos, es la séptima de nueve hermanos; reside en Armenia desde el año 1989; es casada y madre de dos hijos.Realizó sus estudios primarios y secundarios en el corregimiento de La Virginia del municipio d Calarcá, haciendo parte de la primera promoción de bachilleres del colegio Jesús María Morales.Los estudios superiores los realizó en la Escuela Superior de Administración Pública ESAP; donde obtuvo el título de Administradora Pública.Ha realizado dos (2) Especializaciones: una en Administración Financiera con la Universidad La Gran Colombia de Armenia y otra en Gestión Pública con la ESAP.Ha desempeñado cargos en el sector público así: Cinco (5) años con el municipio de Calarcá (corregiduría La Virginia) y doce (12) años en las Empresas Públicas de Armenia ESP.Fue elegida Concejal de Armenia por el Movimiento Político MIRA para el periodo 2008-2011. Es autora de trece (13) proyectos de acuerdo, de los cuales diez (10) son acuerdos del municipio. Fue elegida segunda vicepresidente de la mesa directiva de la Corporación Concejo de Armenia y presidente de la Comisión Primera Permanente o del Plan durante el año 2010.Fue candidata a la Alcaldía de Armenia en el año 2011 donde obtuvo el apoyo de 8888 armenitas que creyeron en su programa de gobierno denominado “Por una Armenia Renovada, Incluyente y con Valores“.Durante su ejercicio como concejal así como en su campaña a la alcaldía recorrió y conoció las diferentes problemáticas sociales de cada una de las diez comunas y sus respectivos barrios; así como del sector rural, logrando liderar e impulsar procesos y trabajos con las comunidades más vulnerables.http://aydeelizarazo.com/index.php/perfil",Aydeé Lizarazo Cubillos,MIRA,,https://www.facebook.com/aydeelizarazoc,,,,https://twitter.com/aydeelizarazoc,Circunscripción Nacional en ...,Especialización,Administrador/a público/a,2018-2022,18 de febrero de 1965,58,Calarcá,Femenino,318 347 22 41,507B Ed. Nuevo Congreso,382 3000 ext: 3539 - 3540 - 3541 - 3542,,
60,"Ex concejal y ex Alcalde de La Jagua de Ibirico, Cesar.",Didier Lobo Chinchilla,Cambio Radical,,https://www.facebook.com/DidierLoboSenador/,,,,https://twitter.com/DidierLobo_Ch,Circunscripción Nacional en Cesar,Especialización,Administrador/a de empresas,2022 - 2026,13 de octubre de 1971,51,Becerril,Masculino,,626B Ed. Nuevo Congreso,382 3000 ext: 3678 - 3679 - 3746,,https://www.youtube.com/channel/UCIMarsHt06pp_BTFZI9dAaA
61,"Conocida como Sandra Ramírez, viuda de Manuel Marulanda Vélez. Ingresó a la guerrilla a los 17 años. Venía de una familia santandereana dedicada al campo, sembrando caña, café y cacao. Se formó en la insurgencia como enfermera. Formó parte del equipo negociador de las FARC en los diálogos de La Habana.Tomado de: las2orillas http://bit.ly/2FtCBni",Sandra Ramírez Lobo Silva,Comunes,,https://www.facebook.com/SandraRamirezComunes,,,,https://twitter.com/SandraComunes,Circunscripción Nacional en Distrito Capital,Sin grado de estudio,Sin profesión,2022 - 2026,Invalid Date,Sin edad asignada,La Paz,Femenino,,703B Ed. Nuevo Congreso,382 3000 ext: 3702 - 3703 - 4103,,
62,"Abogado de la Universidad Externado de Colombia, inquieto por la vida pública y la gestión social, especializado en Derecho Público Comparado en el Instituto Universitario de Estudios Europeos de Torino (Italia). En el año 1997, obtuvo su título como especialista en Derecho Público de la Universidad Externado de Colombia; en 2008, se especializó en la Universidad de Alicante España en Argumentación Jurídica, así mismo, obtuvo el título de Magister Derecho Español e Internacional otorgado por la Universidad Alfonso X El Sabio de España en el año 2007. Además, ostenta el Doctorado en Cuestiones Actuales del Derecho Español e Internacional, de la Universidad Alfonso X El Sabio de España.Como un convencido de la disciplina y el trabajo a conciencia, sin pausa y sin reposo, ha tenido varias facetas alrededor de su vida profesional, siendo un académico investigador en temas como derecho administrativo y mecanismos de participación popular, justicia, mecanismos alternativos de solución de conflictos y posconflicto en Colombia. En este ejercicio cuenta con varias publicaciones, algunas de ellas son: Seguridad y justicia en tiempos de paz, La globalización del derecho y su incidencia en la sociedad contemporánea, Municipio y Federalismo, Tendencias Actuales del Derecho Público y del Derecho Privado, Justicia Constitucional y Administrativa, Sociedad Civil, Derecho Internacional y Derecho Interno, entre otras.Con amplia experiencia en el sector público en cargos como Secretario de Agricultura, Secretario General de la Gobernación de Boyacá, Gerente de la Lotería de Boyacá, Gerente de la Industria Licorera de Boyacá, en el año 2003 decide proponer su nombre para ser Gobernador de Boyacá; en cumplimiento de esta tarea, promovió notables programas de desarrollo educativo, turístico, ecológico y administrativo.Fue condecorado con los premios:- Premio Nacional al mejor programa de seguridad alimentaria, otorgado por la Fundación Éxito.- Segundo mejor Gobernador, otorgado por Colombia Líder.- Premio Derechos Humanos. Fundación Foro Cívico.Como Senador de la República en el año 2010, y siendo coherente entre lo que piensa, dice y hace, fue disciplinado y estricto en el cumplimiento de su función en la producción legislativa y el ejercicio del control político; en particular, participó de forma definitiva en los Proyectos de Ley y de Acto Legislativo trascendentales para el país, como: Ley Orgánica de Ordenamiento Territorial, Creación de la Bancada Animalista en el Congreso, Ley de Víctimas, Acto Legislativo de Sostenibilidad Fiscal, entre otros.Como Ministro de Justicia en el año 2016, impulsó los mecanismos Alternativos de solución de Conflictos y los Sistemas Locales de Justicia que harían llegar la justicia a los lugares más apartados del país; se generaron puentes importantes con las altas cortes del país para presentar una reforma a la justicia que cambie el parecer de los colombianos frente a la administración de ésta, entre otras.En la actualidad y luego de obtener más de 65.000 votos, ocupa una curul en el Senado de la República, donde trabaja y defiende, con el tesón que lo caracteriza, el agro colombiano y los derechos de los campesinos, además de proteger y fomentar medidas para la defensa del medio ambiente en el territorio nacional.",Jorge Eduardo Londoño Ulloa,Alianza Verde,,https://www.facebook.com/SenadorJorgeLondono,,,,https://twitter.com/JorgeELondonoU,Circunscripción Nacional en ...,Doctorado,Abogado/a,2018-2022,25 de noviembre de 1960,62,Puerto Boyacá,Masculino,321 232 3977,432 Ed. Nuevo Congreso,382 3000 ext: 3266,jelu07@hotmail.com,https://www.youtube.com/user/JorgeLondonoUlloa
63,"Abogado de la Universidad San Buenaventura con especializaciones en políticas públicas y administración de empresas sociales del Estado de las Universidades Javeriana y Jorge Tadeo Lozano.Congresista (Cámara de Representantes 2002 -2006 y Senado 2006-2010), (2010-2014)",Alexánder López Maya,Pacto Histórico Coalición,,https://www.facebook.com/pages/Alexander-Lopez-Maya/225524279865?ref=search&sid=xGi3UrHnt-iATqpLynb9Bw.2918452950..1,,,,https://twitter.com/AlexLopezMaya,Circunscripción Nacional en Valle del Cauca,Especialización,Abogado/a,2022 - 2026,Invalid Date,Sin edad asignada,Cali,Masculino,,Mez. Sur Ed. Nuevo Congreso,382 3000 ext: 3571 - 3716,alexander.lopez.maya@senado.gov.co,https://www.youtube.com/user/alexanderlopezmaya
64,"José Ritter López es un líder de hechos más que de palabras, visionario, que le gusta pensar en grande, apasionado, con compromiso y amor por la comunidad, que da ejemplo y que le gusta rodearse de un equipo de trabajo que practique su misma filosofía.Ritter es un palmirano nacido en el campo, orgulloso de su ciudad Palmira; aquí vive y aquí decidió formar su familia y también hacer política. Es padre de 5 hijos a quienes tienen en cuenta para tomar sus decisiones más importantes.Es bachiller del Colegio Cárdenas, abogado de la Universidad Libre, especialista en derecho administrativo de la misma universidad y gerencia pública de la Universidad Pontificia Bolivariana. Realizó estudios de Alto Gobierno en la Escuela de Gobierno Alberto Lleras Camargo de la Universidad de Los Andes. Ha dedicado parte de su vida a estudiar, pues está convencido de que la preparación académica juega papel determinante para quienes están dirigiendo lo público. Conociendo la importancia de la educación para la construcción de una sociedad más igualitaria, cree que aquella no debe seguir siendo un privilegio de algunos, sino un derecho de todos.Desde muy joven la política fue su pasión. Inició su vida pública muy temprano, fue Inspector de Policía, luego fue Jefe de Control y Ornato, ascendiendo posteriormente a Jefe de Recursos Físicos en el municipio de Palmira. Después se convirtió en asesor en temas relacionados con servicios públicos en la empresa Acueductos del Valle y luego, en la Beneficiencia del Valle, se desempeñó como asesor jurídico. Después de varios años de experiencia administrativa logró llegar al Concejo de Palmira y posteriormente fue elegido diputado del Valle del Cauca. Ritter ha sido un hombre de realizaciones, de hechos más que de palabras, en los cargos en los que ha estado es recordado por su excelente gestión.Durante su gestión como Alcalde de Palmira obtuvo los siguientes reconocimientos:• En diciembre de 2015 PREMIO A MEJOR ALCALDE DEL PAÍS EN TODAS LAS CATEGORÍAS y PREMIO A MEJOR ALCALDE DEL PAÍS EN CATEGORÍA DE CIUDADES DE MÁS DE 100.000 HABITANTES entregado por entregado por Colombia Líder y sus aliados Revista Semana, Asobancaria, Fundación Saldarriaga Concha, Fundación Bolívar Davivienda, Findeter, RCN Radio, RCN Televisión, Fundación Antonio Restrepo Barco y Empresarios por la Educación.• En 2012 Palmira obtuvo el Premio Construyendo Sueños por la participación de niñas, niños y adolescentes en la construcción de nuestro plan de desarrollo municipal. El premio fue entregado por Colombia Líder, ICBF y PNUD y fue fundamental para reafirmar el compromiso establecido en el Programa de Gobierno Hechos Más Que Palabras, en el cual las niñas y los niños siempre tuvieron suma importancia.• En 2012 ganamos el Primer Concurso Nacional de Estrategias Urbanas para la Mitigación de Cambio Climático organizado por la Universidad de Los Andes y el Ministerio de Ambiente y Desarrollo Sostenible.• En 2013 con el Comité Operativo de Permanencia Escolar, logramos retornar más de 2.300 niñas y niños, al sistema educativo oficial. en coordinación con el Icbf, la policía de Infancia, el Plan Especial de Inclusión Social, PEIS y las Comisarías de Familia. Dicha estrategia nos permitió ganar Premio del Banco Interamericano de Desarrollo y Graduate XXI contra la deserción escolar.• En 2013 fue reconocido con el Premio Alcalde Más Pilo por parte de la Alta Consejería de Programas Especiales de la Presidencia de la República y la Corporación Día de la Niñez.• En diciembre de 2013 reconocidos por el Departamento Administrativo de la Función Pública de la Presidencia de la República, como ganadores del Premio Nacional de Alta Gerencia con nuestro programa Presupuesto Participativo – PP – Como Programa Para La Concertación Del Desarrollo Local.• En abril de 2014, reconocimiento por la iniciativa de emprender proyectos de ciudad que contribuyen con el desarrollo del Municipio y ofrecen alternativas de sostenibilidad y equidad, otorgado por la Organización Mundial Ciudad Verde en el marco del Foro Urbano Mundial organizado por ONU Habitat.• En 2014, premio a mejor Instituto Municipal de Deporte del Valle del Cauca, por parte de ACORD Valle• En 2013 y 2014 reconocimiento del DNP como el municipio que mejor ejecutó el programa de sinergia territorial.• En 2015 Reconocimiento como Alcalde Comprometido con la Protección de la Infancia y la Adolescencia de la Fundación Bolívar Davivienda• Impulsó el deporte a través de programas como el “deportista apoyado” que estimuló a 96 deportistas y el cual nos permitió ser campeones de los Juegos Departamentales 2013 y Sub campeones de los juegos departamentales 2015• 3° puesto a nivel nacional y el 1° puesto a nivel departamental en la evaluación nacional de desempeño integral del DNP• La implementación del Modelo de Atención Primaria en Salud – APS, ha sido ampliamente reconocida por el Ministerio de Salud y ha permitido atender más de 200.000 pacientes.• La Oficina de Sanidad Portuaria es reconocida como modelo a nivel nacional en labores de sanidad portuaria, detección, prevención y respuesta.",José Ritter López Peña,Partido de la U - Partido de la Unión por la Gente,,https://www.facebook.com/RitterLopez,,,,https://twitter.com/RitterLopez,Circunscripción Nacional en ...,Especialización,Abogado/a,2018-2022,21 de diciembre de 1958,64,Palmira,Masculino,,,,,
65,"Bogotana, abogada de la Universidad de la Sabana y magister en Gerencia y Práctica del Desarrollo de la Universidad de los Andes. Fui Concejal de Bogotá (2011-2013); Consultora de Naciones Unidas coordinando la Mesa de Género de la Cooperación Internacional que articula programas de ONU y varias embajadas sobre acceso a la justicia de las mujeres y salud sexual y reproductiva (2009-2011); Alcaldesa local de Chapinero (2005- 2008); Asesora de dos senadores independientes, ambos de la comisión primera sobre asuntos constitucionales: Ingrid Betancourt (2000-2001) y Antonio Navarro Wolff (2001-2005).Trayectoria cívica. Vocera de las veedurías ciudadanas “La séptima se respeta” y “La ciclovía se respeta” activas desde 2010 sobre movilidad, uso de la bicicleta y recreación en la ciudad. Activista por la igualdad de las personas LGBT: Lesbianas, Gays, Bisexuales y Transgeneristas desde 2002. Fui vocera del Referendo contra la Corrupción con el que intentamos una reforma política, recogimos casi dos millones de firmas entre 2000 y 2001 en todo el país. Promuevo los derechos de las mujeres y realicé investigaciones sobre género y calidad de vida de las mujeres desde las ONG Sisma y Humanas en 2004 y 2008. Como estudiante de derecho fui voluntaria en Puerto Nariño-Amazonas con la ONG de jóvenes Opción Colombia. Ahí me desempeñé como Inspectora de Policía y asesora jurídica de la alcaldía municipal y del resguardo indígena en 1998. Participé en la veeduría ciudadana al proceso 8.000 en 1995 y 1996. Promoví el Proceso Pedagógico Voto Inteligente que incentivó el voto libre e informado en las elecciones locales de 1997.Trayectoria Electoral. En 2011 fui elegida concejal de Bogotá por Progresistas, movimiento ciudadano con firmas. Obtuve la tercera votación de la lista de 45 aspirantes que cuenta con una bancada de 8 concejales. Progresistas en 2013 se fusionó en la Alianza Verde. La elección en la alcaldía local de Chapinero no es por voto popular. Me designó el alcalde mayor de la terna que aprobó la Junta administradora local. La terna surgió del examen sobre la ciudad y administración pública que aplicó la Universidad Nacional. De 49 aspirantes en Chapinero, pasamos 9.Políticamente soy de centro-izquierda. Aunque vengo de una familia bipartidista he participado únicamente en procesos “independientes” de los partidos históricos. He intentado construir organización política con ideas de corte progresista. APC: “Hacia una alternativa política colectiva” proceso académico y cívico fue mi escuela fundamental de 1998 a 2001. Ahí conocí a las personas y equipos de trabajo con los que siento más afinidad y con los que después he trabajado, como Antanas Mockus, Antonio Navarro, Enrique Parejo, Sergio Fajardo y Carlos Vicente De Roux. Estoy convencida de la necesidad de más mujeres en la política, ya que podemos incidir en forma distinta en lo público y aún somos pocas. Fui Gerente Nacional de Movilización Ciudadana en la Campaña Mockus Presidente en 2010.Distinciones. He obtenido tres becas para formación política y profesional, dos en Estados Unidos y una en Chile que por fuerza mayor no pude utilizar. Fui galardonada como mejor funcionaria pública en el 2007 por la Mesa de Derechos Humanos de Bogotá. Fui Incluida entre los 30 líderes de 2013 por la Revista Semana (edición 1635), entre los 100 líderes de la sociedad del 2011 por la Revista Gerente (edición 165) y la Revista Cambio me incluyó en los 50 líderes del país en 2007 (edición 750)Estudios. Derecho en la Universidad de La Sabana (94 al 98). Becaria sobre gobierno local y estatal del Departamento de Estado de los Estados Unidos, Maryland (2010) y del Programa de Liderazgo del NDI, Instituto Nacional Demócrata, Washington (2004).Ver: http://angelicalozano.com/angelicalozano10/#sobreangelica",Angélica Lozano Correa,Alianza Verde Centro Esperanza Coalición,,https://www.facebook.com/angelicalozanocorrea,,,,https://twitter.com/AngelicaLozanoC,Circunscripción Nacional en Distrito Capital,Maestría,Abogado/a,2022 - 2026,7 de mayo de 1976,47,Bogotá,Femenino,3125302627,228 Ed. Nuevo Congreso,382 3000 ext: 3440 - 3441 - 3451,angelica.verde110@gmail.com,http://www.youtube.com/bogotaserespeta
66,"Es comunicador social de la Universidad Cooperativa. Fue alcalde de Altamira (Huila) en 1980, concejal de Garzón entre 1980 y 1982, secretario general de la Asmablea del Huila entre 1987 y 1988, diputado entre 1992 y 1994, y secretario privado y de gobierno del Huila de varios gobernadores, el último de los cuales fue el conservador Jaime Bravo Motta. Incluso, fue gobernador encargado en varias ocasiones. Al salir de la gobernación se dedicó a los medios: primero fue director de noticias de la cadena radical huilense Sistema As, y luego gerente y editor general del Diario del Huila entre 2004 y 2006. Luego fue asesor de María del Rosario Guerra en el Ministerio de Comunicaciones, amistad que aún mantiene y que le ayudó a conseguir un buen cupo en la lista. En 2010, cuando trabajaba para la campaña presidencial de Santos en el equipo de comunicaciones, fue contratado por la Radio Televisión Nacional de Colombia, y aparentemente nunca cumplió con su contrato. Desde entonces ha trabajado muy de cerca de Álvaro Uribe. Su ingreso a la lista en ese puesto se ha visto como una victoria de Guerra y un mal resultado para dos grupos políticos huilenses que quería meter una ficha: algunos grupos conservadores y el de Carlos Julio y Cielo González.Fuente: http://lasillavacia.com/historia/la-lista-de-uribe-al-senado-45668",Ernesto Macías Tovar,Centro Democrático,,https://www.facebook.com/Ernesto-Mac%C3%ADas-Tovar-165203490567286/?nr,,,,https://twitter.com/ernestomaciast,Circunscripción Nacional en ...,Universitaria,Comunicador/a social,2018-2022,29 de junio de 1955,68,Altamira,Masculino,,Capitolio 3 Piso,382 3000 ext: 5099,,
