"departamento","corporacion","circunscripción","partido","candidato","genero","descipcion_movimiento","codigo","region"
"COLOMBIA","CAMARA","AFRODESCENDIENTES","CONCEJO COMUNITARIO DE LOS CORREGIMIENTOS DE SAN ANTONIO Y EL CASTILLO MUNICIPIO DE EL CERRITO","JAIME NULL AGUILAR DOMINGUEZ","M","ORGANIZACIONES AFRODESCENDIENTES","",""
"COLOMBIA","CAMARA","AFRODESCENDIENTES","CONCEJO COMUNITARIO DE LOS CORREGIMIENTOS DE SAN ANTONIO Y EL CASTILLO MUNICIPIO DE EL CERRITO","ALBERTO SEGUNDO PACHECO OCANDO","M","ORGANIZACIONES AFRODESCENDIENTES","",""
"COLOMBIA","CAMARA","AFRODESCENDIENTES","CONCEJO COMUNITARIO DE LOS CORREGIMIENTOS DE SAN ANTONIO Y EL CASTILLO MUNICIPIO DE EL CERRITO","FRANCY MAYELI ROJAS QUIROGA","F","ORGANIZACIONES AFRODESCENDIENTES","",""
"COLOMBIA","CAMARA","AFRODESCENDIENTES","CONSEJO COMUNITARIO DEL GUABAL","JORGE ENRIQUE PALACIOS PALACIOS","M","ORGANIZACIONES AFRODESCENDIENTES","",""
"COLOMBIA","CAMARA","AFRODESCENDIENTES","CONSEJO COMUNITARIO DEL GUABAL","LUZ AIDA ANGULO ANGULO","F","ORGANIZACIONES AFRODESCENDIENTES","",""
"COLOMBIA","CAMARA","AFRODESCENDIENTES","CONSEJO COMUNITARIO DEL GUABAL","KENNEDY JOSE GAMEZ RODRIGUEZ","M","ORGANIZACIONES AFRODESCENDIENTES","",""
"COLOMBIA","CAMARA","AFRODESCENDIENTES","CONSEJO COMUNITARIO RESCATE LAS VARAS","RUBEN NULL QUIÑONES ANGULO","M","ORGANIZACIONES AFRODESCENDIENTES","",""
"COLOMBIA","CAMARA","AFRODESCENDIENTES","CONSEJO COMUNITARIO DE VUELTA MANZA","FRANCISCO ABDIA VELASQUEZ SALGUERO","M","ORGANIZACIONES AFRODESCENDIENTES","",""
"COLOMBIA","CAMARA","AFRODESCENDIENTES","CONSEJO COMUNITARIO DE VUELTA MANZA","VICTOR HUGO HINESTROZA OBREGON","M","ORGANIZACIONES AFRODESCENDIENTES","",""
"COLOMBIA","CAMARA","AFRODESCENDIENTES","CONSEJO COMUNITARIO DE VUELTA MANZA","ONIS NULL PESTAÑA CORDOBA","F","ORGANIZACIONES AFRODESCENDIENTES","",""
"COLOMBIA","CAMARA","AFRODESCENDIENTES","CORPORACION KOFI ANNAN","LUZ ESTELA DE LA PEÑA CORCHO","F","ORGANIZACIONES AFRODESCENDIENTES","",""
"COLOMBIA","CAMARA","AFRODESCENDIENTES","CORPORACION KOFI ANNAN","UBALDO JULIO ROJAS PARDO","M","ORGANIZACIONES AFRODESCENDIENTES","",""
"COLOMBIA","CAMARA","AFRODESCENDIENTES","CORPORACION KOFI ANNAN","REMBERTO NULL ESTUPIÑAN PAZ","M","ORGANIZACIONES AFRODESCENDIENTES","",""
"COLOMBIA","CAMARA","AFRODESCENDIENTES","CONSEJO COMUNITARIO MAYOR DE CASIMIRO","DIEGO ALBERTO RAMIREZ PRADO","M","ORGANIZACIONES AFRODESCENDIENTES","",""
"COLOMBIA","CAMARA","AFRODESCENDIENTES","CONSEJO COMUNITARIO MAYOR DE CASIMIRO","YORLY JIMENA FLORIANO HERNANDEZ","F","ORGANIZACIONES AFRODESCENDIENTES","",""
"COLOMBIA","CAMARA","AFRODESCENDIENTES","CONSEJO COMUNITARIO MAYOR DE CASIMIRO","HECTOR FABIAN DAVILA OROZCO","M","ORGANIZACIONES AFRODESCENDIENTES","",""
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","JULIAN NULL PEINADO RAMIREZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","SANTIAGO NULL MURILLO ARRUBLA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","PAOLA ANDREA JARAMILLO MARTINEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","NELIDA NULL MARIN CHICA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","LUIS CARLOS OCHOA TOBON","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","CATALINA NULL VALVUENA CUARTAS","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","FLOR MARGARITA AGUDELO GUIRAL","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","CLAUDIA PATRICIA FRANCO TEJADA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","JULIO ALBERTO MARQUEZ BASTIDAS","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","RODRIGO DE JESUS ARDILA VARGAS","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","ALEX ARTURO ROJAS CONTRERAS","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","DIANA LUCIA GONZALEZ SEPULVEDA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","FRANKLIN EMILIO EGUIS ALVAREZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","JORGE ALEJANDRO ORTIZ MOLINA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","AURY ESTELLA GONZALEZ PATERNINA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","MARIA EUGENIA LOPERA MONSALVE","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","JOHN EDISON MOLINA ORTIZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","HILDA LUZ JARA VELEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","CARLOS UBEIMAR CANO URREGO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","DANIEL NULL RESTREPO CARMONA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","JUAN CAMILO CALLEJAS TAMAYO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","LILIANA MARTINA TROCHEZ DIAZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","FRAY DANIEL SEPULVEDA RIVILLAS","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","ANDRES FELIPE JIMENEZ VARGAS","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","MARIA ALEJANDRA OSPINA GIRALDO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","LUIS MIGUEL LOPEZ ARISTIZABAL","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","ENRIQUE HUMBERTO HENAO GRANJA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","SONIA MARIA RIOS SEGURA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","ANA CAROLINA ARBOLEDA GALLO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","MARGARITA MARIA VANEGAS PEÑA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","JUAN CAMILO LONDONO BARRERA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","DIANA GEORGINA CORREA RODRIGUEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","HERNAN DARIO MARULANDA MORENO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","MARIA ALEJANDRA VALENCIA MOLINA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","WALTER MANUEL SALAS QUINTO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","KELLY VANESSA TORRES ZULUAGA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","ALDRIN DE  JESUS CHAVARRIA MORA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","VICENTE DE JESUS ARCILA GIRALDO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","ELKIN RODOLFO OSPINA OSPINA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","LUIS GUILLERMO HOYOS MENESES","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","ALICIA NULL RAMOS PACHECO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","PAULA ANDREA URIBE POLO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","GLORIA PATRICIA PALACIO MOSQUERA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","MARTIN ALONSO GOMEZ CADAVID","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO ALIANZA VERDE","LUIS ALEJANDRO SALDARRIAGA NULL","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","GUILLERMO LEON PALACIO VEGA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","MARY LUZ MUÑOZ TORO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","ADRIANA ASTRID PEREZ POSADA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","EDISON ALEXANDER PALACIO CARDONA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","MARIA MARLEN DAVILA NULL","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","JOHN FREDY VILLADA MORALES","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","SIMON NULL ECHAVARRIA VASQUEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","JUAN DAVID GOMEZ CAMACHO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","LUIS EDUARDO OCHOA LONDOÑO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","JUAN CARLOS SALAZAR QUIROZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","SALOMON NULL ORTEGA PALACIO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","DIANA CECILIA OSORIO RAMIREZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","BIRLEYDA NULL BALLESTEROS BERMUDEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","EDWIN MAURICIO CORTES CARO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","YESID MIGUEL CASTRO GIL","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","YANED NULL MAZO CORREA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","SANTIAGO NULL GALLEGO SANCHEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","HERNAN DARIO CADAVID MARQUEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","OSCAR DARIO PEREZ PINEDA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","DIANA LORENA MURCIA GUZMAN","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","JUAN ESTEBAN MEJIA ARBOLEDA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","JUAN EDUARDO MEJIA GARCIA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","JORGE ELIAS PIEDRAHITA PARRA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","ROSA MARIA ACEVEDO JARAMILLO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","YULIETH ANDREA SANCHEZ CARREÑO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","MARIA CRISTINA ISAZA MEJIA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","JHON JAIRO BERRIO LOPEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","LAURA MARIA NARANJO PAREDES","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","JULIAN FERNANDO LOPERA GARZON","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","LUIS HORACIO GALLON ARANGO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","LUIS FERNANDO CASTAÑO GRISALES","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","JOHN JAIRO BERMUDEZ GARCES","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","JUAN FERNANDO ESPINAL RAMIREZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","MARGARITA MARIA RESTREPO ARANGO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO COMUNES","PEDRO BARACUTAO GARCIA OSPINA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO COMUNES","GLORIA EMILSE PADIERNA CARTAGENA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO COMUNES","LUIS ARTURO GARCES BORJA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","PARTIDO COMUNES","SARA NULL BOTERO ALVAREZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PARTIDOS CAMBIO RADICAL COLOMBIA - JUSTAS LIBRES - MIRA","MAURICIO NULL PARODI DIAZ","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PARTIDOS CAMBIO RADICAL COLOMBIA - JUSTAS LIBRES - MIRA","ADRIANA MARIA SALAS MORENO","F","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PARTIDOS CAMBIO RADICAL COLOMBIA - JUSTAS LIBRES - MIRA","JOHNATAN NULL GONZALEZ LEMA","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PARTIDOS CAMBIO RADICAL COLOMBIA - JUSTAS LIBRES - MIRA","ANDRES FELIPE TORRES ALVAREZ","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PARTIDOS CAMBIO RADICAL COLOMBIA - JUSTAS LIBRES - MIRA","JORGE LEON RUIZ RUIZ","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PARTIDOS CAMBIO RADICAL COLOMBIA - JUSTAS LIBRES - MIRA","SEBASTIAN NULL ZULUAGA GIRALDO","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PARTIDOS CAMBIO RADICAL COLOMBIA - JUSTAS LIBRES - MIRA","ANGELA MARIA OSPINA OCHOA","F","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PARTIDOS CAMBIO RADICAL COLOMBIA - JUSTAS LIBRES - MIRA","RAFAEL ANTONIO CORDERO DIAZ","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PARTIDOS CAMBIO RADICAL COLOMBIA - JUSTAS LIBRES - MIRA","MARLON DAVID MENDEZ MATUTE","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PARTIDOS CAMBIO RADICAL COLOMBIA - JUSTAS LIBRES - MIRA","JAMES ENRIQUE GALLEGO ALZATE","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PARTIDOS CAMBIO RADICAL COLOMBIA - JUSTAS LIBRES - MIRA","JOSE JAMES OSPINA MURILLO","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PARTIDOS CAMBIO RADICAL COLOMBIA - JUSTAS LIBRES - MIRA","ALEJANDRO NULL MONTOYA SIERRA","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PARTIDOS CAMBIO RADICAL COLOMBIA - JUSTAS LIBRES - MIRA","MARIA MONICA SALGADO GAVIRIA","F","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PARTIDOS CAMBIO RADICAL COLOMBIA - JUSTAS LIBRES - MIRA","YULY ADRIANA CASTRO HINCAPIE","F","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PARTIDOS CAMBIO RADICAL COLOMBIA - JUSTAS LIBRES - MIRA","ANA CATALINA ECHEVERRI MESA","F","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PARTIDOS CAMBIO RADICAL COLOMBIA - JUSTAS LIBRES - MIRA","JENNY COLOMBIA PORTELA MORALES","F","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICIÓN PARTIDOS CAMBIO RADICAL COLOMBIA - JUSTAS LIBRES - MIRA","MISAEL ALBERTO CADAVID JARAMILLO","M","COALICIONES","05","Centro Sur"
"ANTIOQUIA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA ANTIOQUIA","VICTOR JAVIER CORREA VELEZ","M","COALICIONES","05","Centro Sur"
