,descripcion,nombre,partido,instagram,facebook,linkedin,tiktok,web,twitter,Circunscripción,Grado de estudio,Profesión,Cuatrienio,Fecha de nacimiento,Edad,Lugar de nacimiento,Género,Whatsapp,Oficina,Teléfono Oficina,Correo Electrónico,YouTube
99,"Representante a la Cámara por Córdoba, electo del partido Conservador para el período 2018-2022. Obtuvo 71.550 votos en las elecciones del 11 de marzo, logrando la máxima votación en su departamento.Estudió Ingeniería Industrial en la universidad de los Andes, debido a su inquietud por los temas nacionales, decidió realizar un Máster en Gobierno y Políticas Públicas en la Universidad Externado y también tiene un postgrado de la Universidad Camilo José Cela de Madrid en Mercadeo Político y Manejo de Campañas Electorales. Es un hombre conocedor del campo, de temas como la educación, el emprendimiento y lo relacionado con juventud.A sus 22 años ya se destacaba en el área investigativa de la empresa Aseo Capital y un año más tarde hacía parte de la Comisión de Regulación de Agua Potable y Saneamiento básico en la ciudad de Bogotá, durante varios años fue asesor de diferentes oficinas en el Senado de la República y tras su trayectoria en la ciudad capital, regresó a Montería donde lideró la Oficina Ciudad Verde, logrando impulsar programas y actividades como: “Cien mil árboles”, “Montería Limpia”, “Limpieza en las riberas del río Sinú y de las playas” entre otras que hoy siguen vigentes y que promovieron a la ciudad para recibir reconocimientos de carácter ambiental.Wadith, es un hombre joven que busca vincular los temas de tecnología con los sectores económicos y de esa manera poder potenciar al país en la revolución tecnológica. Actualmente pertenece a la comisión tercera correspondiente a los temas de Hacienda y crédito Público, es el presidente de la comisión de acreditación en el Congreso de la República y es miembro del directorio Nacional del partido Conservador.",Wadith Alberto Manzur Imbett,Conservador Colombiano,,https://www.facebook.com/WadithManzur/,,,,https://twitter.com/wmanzur,Circunscripción Territorial de Córdoba en Córdoba,Maestría,Ingeniero/a,2022 - 2026,15 de octubre de 1986,36,Montería,Masculino,,540B - 541B,(57+1) 4325100 ext: 3598 - 4026,,
100,,Jose Joaquin Marchena,Liberal Colombiano,,,,,,,Circunscripción Territorial de Arauca en Arauca,Universitaria Incompleta,Abogado/a,2018-2022,13 de noviembre de 2021,1,Arauca,Masculino,,,,,
101,"Oriundo de Liborina (Antioquia), el menor de 12 hijos de una familia campesina. Casado con una gran mujer, Astrid Viviana Carvajal Zapata. Soy Abogado y Especialista en Alta Gerencia de la Universidad de Medellín,Exdiputado por Alas Equipo Colombia entre 2007 y 2010, que renunció al partido ramista en 2009 y pasó a pertenecer al grupo conservador del Norte y Occidente de Antioquia conocido como los colantos (porque su jefe es Jenaro Pérez, presidente de Colanta).Fue precandidato conservador a la Gobernación en 2011, pero le ganó Álvaro Vásquez, y en 2015, pero Eva Inés Sánchez le ganó en la consulta, y luego se adhirieron como partido a Luis Pérez. Fue candidato a la Cámara por el Partido Conservador en 2014, pero sacó 25 mil votos que no le dieron para llegar.Tomado de: La Silla Vacíahttp://bit.ly/2oFoodt",César Eugenio Martínez Restrepo,Centro Democrático,,https://www.facebook.com/cesareugeniomr/,,,,https://twitter.com/CesarEugenioMR,Circunscripción Territorial de Antioquia en Antioquia,Especialización,Abogado/a,2018-2022,8 de julio de 1971,51,Liborina,Masculino,,444B Ed. Nuevo del Congreso,4325100 ext: 3499 - 4401,,
102,"Abogada de la Universidad Santo Tomás, especializada en derecho administrativo, derecho tributario y aduanero, de igual manera llegó a realizar una maestría en gobierno municipal en la Universidad Externado de Colombia. Fue elegida como contralora del municipio de Ibagué en el año 2004 por el concejo municipal siendo anteriormente la directora de Planeación de la Contraloría departamental.Fue gerente del Instituto de Financiamiento, Promoción y Desarrollo de Ibagué (Infibagué).Fue asesora jurídica del municipio de Coello en 2013. En 2014 fue gerente de campaña al Senado del exdirector del ICA Luis Fernando Caicedo en el partido Centro Democrático. Trabajó en la Unidad de trabajo legislativo del senador Ernesto Macias Tovar hasta que en 2016 Óscar Barreto, gobernador del Tolima la designó como Secretaria de Inclusión social del departamento.Tomado de: http://bit.ly/2GHM2NE",Adriana Magali Matiz Vargas,Conservador Colombiano,,https://www.facebook.com/adrianamatizv/,,,,https://twitter.com/AdrianaMatizTol,Circunscripción Territorial de Tolima en Tolima,Especialización,Abogado/a,2018-2022,5 de octubre de 1975,47,Ibagué,Femenino,,432B - 433B - Ed. Nuevo del Congreso,4325100 ext: 3330 - 3357,,
103,"Técnico profesional en administración de costos y Auditoría (ITFIP); Contador público de la Universidad Surcolombiana. Especialista en alta gerencia y economía solidaria de la Universidad Cooperativa de Colombia. Título honorífico de master en gestión educacional, en honor al empeño, excelencia y gestión en pro de la cultura y educación continental y especialista en gestión pública de la ESAP.EXPERIENCIA LABORALRector del “ITFIP” Instituto Tolimense de Formación Técnica Profesional (2012-2015)Decano Facultad de Economía, Administración y Contaduría del “ITFIP”.Asesor de Control Interno y docente del “ITFIP”.Docente Catedrático de la Universidad Cooperativa de Colombia.Revisor Fiscal de FUNDESA.Director de Agencia Espinal, Natagaima, Guamo y Saldaña de COOPERAMOS.Tomado de: http://www.itfip.edu.co/images/institucional/Aquileo.pdf",Aquileo Medina Arteaga,Cambio Radical,,https://www.facebook.com/aquileomedinaa,,,,https://twitter.com/aquileomedinaa,Circunscripción Territorial de Tolima en Tolima,Especialización,Contador/a,2018-2022,16 de junio de 1967,56,Girardot,Masculino,,531 Ed. Nuevo del Congreso,4325100 ext: 3118 - 3585,,
104,"Abogado especialista en Derecho Penal y Criminología Universidad Libre de Colombia, y en Contratación Estatal de la Universidad de Medellín, candidato a magister en Derecho Laboral y Seguridad Social de la Universidad Libre de Colombia. Técnico en Relaciones Industriales SENA, Diplomado en Gestión de Proyectos en Zonas Costeras (ESAP- San Andrés 2009) y en Derechos Humanos (UNAM México 2015).Exdiputado Asamblea Departamental del Archipiélago de San Andrés Providencia y Santa Catalina Islas, periodos 2008-2015. Expresidente de la Asamblea 2013. Jefe de Recursos Humanos hoteles solar y hoteles Decamerón San Andrés 1996-2007 personaje del año RCN San Andrés Isla 2009. Reconocido por el SENA como uno de los egresados más exitosos en su historia. Actualmente es presidente de la Comisión Legal Afro y pertenece a las comisiones accidentales: SAE, Educación Superior, Código de Policía, Lucha Contra el Hambre, Estatuto Raizal, entre otras.La información académica, profesional y legislativa fue enviada directamente por la oficina del congresista.",Jorge Méndez Hernández,Cambio Radical,,https://www.facebook.com/jorge.m.hernandez.9809,,,,https://twitter.com/jorgemendez0723,Circunscripción Territorial de San Andrés y Providencia en San Andrés y Providencia,Especialización,Abogado/a,2022 - 2026,23 de julio de 1978,44,San Andrés,Masculino,,221b Ed. Nuevo del Congreso.,4325100 ext 3285,,https://www.youtube.com/channel/UC2UlN7YkwyYZsB5HdgWt01A
105,,Jose Ignacio Mesa Betancur,Cambio Radical,,https://www.facebook.com/joseignaciomesa/,,,,https://twitter.com/ignaciomesab,Circunscripción Territorial de Antioquia en Antioquia,Especialización,Abogado/a,2018-2022,17 de junio de 1966,57,Envigado,Masculino,312 791 5423,203B Ed. Nuevo Congreso,4325100 Ext. 3303 - 3304,,
106,"Polítologa de la Universidad del Rosario, con estudios de especialización en Cultura de Paz, Cohesión Social y Diálogo Intercultural de la Universidad de Barcelona – España. Becaria del Programa Liderazgo por Bogotá de la Universidad de los Andes. A lo largo de su vida ha liderado en Colombia acciones políticas no violentas que buscan a través del arte y los símbolos transformar la cultura de ilegalidad del país, en el 2010 coordinó las juventudes de la OLA VERDE. Trabajo que fue galardonado internacionalmente con la producción de la película “La Vida es Sagrada” de la cual es protagonista junto al profesor Antanas Mockus.Antanas Mockus la describe como una mujer con la capacidad de liderazgo para hacer que las cosas pasen, una mujer capaz, fuerte, perseverante, incorruptible, buena delantera, una buena organizadora, una buena ejecutora.Entre el 2010-2014 fue la coordinadora de la Unidad de Trabajo Legislativo del senador John Sudarsky, en el apoyo a la formulación de proyectos de ley como la ley de participación ciudadana, sistema electoral mixto, entre otros.En el año 2016, después de los resultados del plebiscito, lideró la iniciativa ciudadana del Campamento por la Paz en la Plaza de Bolívar, allí permaneció más de 45 días y presiono la nueva firma de los acuerdos de paz. Acción que ha sido catalogada como uno de los hechos políticos más importantes del 2016 y que logro legitimar la segunda firma definitiva de la paz gracias al poder de la ciudadanía.En estas elecciones de Congreso 2018-2022, Antanas y Katherine se unen bajo la consigna Aprender a confiar, todavía se puede.TOMADO DE:EL Congreso de Mokus.http://bit.ly/2D90OtX",Luvi Katherine Miranda Peña,Alianza Verde,,https://www.facebook.com/mirandacamarabogota/,,,,https://twitter.com/MirandaBogota,Circunscripción Territorial de Bogotá en Distrito Capital,Especialización,Politólogo/a,2022 - 2026,14 de diciembre de 1985,37,Bogotá,Femenino,,701 Ed.Nuevo del Congreso,4325100 ext: 3721 - 3722,,
107,"Líder cafetero del municipio de La Vega, trabajó en la Federación Nacional de Cafeteros y fue director del comité departamental de cafeteros durante el gobierno Uribe. Estuvo en la lista para la dirección de Corpoguavio en 2012.Representante a la Cámara desde 2014.Fuente: http://lasillavacia.com/node/46724",Rubén Darío Molano Piñeros,Centro Democrático,,https://www.facebook.com/RubenDarioMolanoCD?hc_ref=SEARCH,,,,https://twitter.com/Molano_Camara,Circunscripción Territorial de Cundinamarca en Cundinamarca,Especialización,Abogado/a,2018-2022,27 de marzo de 1960,63,La Vega,Masculino,,519B - 520B Ed. Nuevo Congreso,4325100 ext: 3560 - 3568,,
108,"Nació en Cali en 1976. Es egresado de la facultad de Administración de Empresas de la Universidad Santiago de Cali y especialista en administración pública en la Universidad del Valle. Su desempeño como profesional siempre ha estado vinculado al sector público.Se inició como auxiliar administrativo en el Hospital Carlos Carmona. Luego pasó a ser asistente en la Asamblea Departamental del Valle. También se desempeñó como asesor en el Concejo Municipal y en el período comprendido entre el 2008 y el 2011, fue concejal de la capital vallecaucana.También fue Subsecretario de educación de Santiago de Cali y Secretario general de la Contraloría de Santiago de Cali.Fuente: http://www.cali.gov.co/educacion/publicaciones/49851/nuevo_subsecretario_de_planeacin_sectorial_en_la_secretara_de_educacin/",Álvaro Henry Monedero Rivera,Liberal Colombiano,,https://www.facebook.com/alvaro.h.rivera.5,,,,https://twitter.com/ahmonedero,Circunscripción Territorial de Valle del Cauca en Valle del Cauca,Especialización,Administrador/a de empresas,2022 - 2026,19 de septiembre de 1976,46,Cali,Masculino,,Mz. Norte 05 - Ed. Nuevo del Congreso,4325100 ext: 3380,,
109,"Abogado de la Universidad de la Sabana con Especialización en Derecho Aduanero y Comercio Exterior de la Universidad del Rosario.El nombre de Emeterio Montes es muy recordado en Cartagena y Bolívar toda vez que su padre, del mismo nombre, fue congresista, diputado, gerente de entidades oficiales, y tuvo gran preponderancia política.Información tomada de: http://bit.ly/2BFhhJi",Emeterio José Montes Castro,Conservador Colombiano,,https://www.facebook.com/EmeterioMontesDC/,,,,https://twitter.com/emeterio_montes,Circunscripción Territorial de Bolívar en Bolívar,Especialización,Abogado/a,2018-2022,Invalid Date,Sin edad asignada,Cartagena,Masculino,,631 - Ed. Nuevo del Congreso,4325100 ext: 3684 - 3685,,
110,"Abogado, graduado de la Universidad de Los Andes, con estudios de posgrado en el Centro Superior de Estudios de Gestión, Análisis y Evaluación (CSEG) de la Universidad Complutense de Madrid.Aspiró a la Cámara de Representantes por Bogotá en 2010 por el Partido Cambio Radical y desde 1997 ha ocupado altos cargos en entidades del orden nacional, como en la Presidencia de la República, la Oficina de Proexport en Madrid, la Contraloría General de la República, Proexport Colombia, la Dirección Nacional de Estupefacientes, el Ministerio del Interior, el Ministerio de Relaciones Exteriores y la Vicepresidencia de la República.Tomado de: https://es.wikipedia.org/wiki/Santiago_Morales_S%C3%A1enz",Santiago Morales Saenz,Cambio Radical,,https://www.facebook.com/santiago.morales.50596,,,,https://twitter.com/moralesantiago?lang=es,Circunscripción Territorial de Bogotá en Distrito Capital,Universitaria,Abogado/a,2018-2022,14 de abril de 1974,49,Bucaramanga,Masculino,,,,santiagomorales@cambioradical104.com,
111,"Abogado especializado en Contratación Estatal y con estudios de maestría en Derecho Administrativo de la universidad Externado de Colombia. Este candidato es hermano del ex gobernador del Cesar, Cristian Moreno Panezo.Representante a la Cámara desde 2014.",Christian José Moreno Villamizar,Partido de la U - Partido de la Unión por la Gente,,https://www.facebook.com/cristianjosemorenovillamizar,,,,https://twitter.com/CJoseMoreno,Circunscripción Territorial de Cesar en Cesar,Especialización,Abogado/a,2018-2022,21 de marzo de 1985,38,Curumaní,Masculino,,430B-431B Ed. Nuevo Congreso,4325100 ext: 3475 - 3476,,https://www.youtube.com/channel/UCg1F4yjM3CcknYKVylOA-NQ
112,"Contador PúblicoGerencia Social—Finanzas PúblicasEspecialización en Gerencia Hospitalaria.Tecnólogo en Administración PúblicaIngeniero Electrónico y deTelecomunicacionesFue Concejal de Popayán en 1995 y 1998, posteriormente fue elegido Diputado en el 2001. Se desempeñó como Secretario de Hacienda del Gobernador Liberal Guillermo González.Fue elegido por primera vez por el Departamento de Cauca como Representante a la Cámara para el periodo legislativo 2018 – 2022.http://www.partidodelau.com/jp/portfolio/faber-alberto-munoz/",Faber Alberto Muñoz Cerón,Partido de la U - Partido de la Unión por la Gente,,https://www.facebook.com/fabermunoz01,,,,https://twitter.com/fabermunoz1,Circunscripción Territorial de Cauca en Cauca,Especialización,Ingeniero/a,2018-2022,6 de abril de 1965,58,Popayán,Masculino,,634B - 635B Ed. Nuevo del Congreso,4325100 ext: 3827 - 3828,,
113,"En 2008 fue alcalde de San Pablo, al norte de Nariño, por el Partido Conservador. En el 2014 fue suspendido e inhabilitado por 4 meses respectivamente por la Procuraduría. Se lanzó con el apoyo del ex-representante Óscar Fernando Bravo, y también cuenta con el apoyo de la senadora Myriam Paredes, quien buscó la reelección.Fuente: http://lasillavacia.com/silla-pacifico/el-tarjeton-de-narino-las-mismas-caras-que-buscan-la-reeleccion-64348",Felipe Andrés Muñoz Delgado,Conservador Colombiano,,https://www.facebook.com/Felipe-Andr%C3%A9s-Mu%C3%B1oz-Delgado-652146324916207/,,,,https://twitter.com/Felimunozd,Circunscripción Territorial de Nariño en Nariño,Sin grado de estudio,Sin profesión,2018-2022,6 de noviembre de 1976,46,Pasto,Masculino,,423B - 424B Ed. Nuevo del Congreso,4325100 ext 3464,felipe.munoz@camara.gov.co,
114,"Licenciado en Educación física del Politécnico Jaime Isaza Cadavid, Concejal de Bello 2012 -2015; Promotor del Voto en Blanco en Bello, líder de la revocatoria del mandato del Alcalde Carlos Alirio Muñoz (2012 -2015), Candidato a la alcaldía de Bello en 2007 (5.669 votos) y en 2015 (14.320 votos), denunciante del Alcalde de Bello César Suárez Mira por falsedad en documento público y presidente FENALPAZ.https://alponiente.com/author/leonfredymunozl/",León Fredy Muñoz Lopera,Alianza Verde,,https://www.facebook.com/Leonfredym/,,,,https://twitter.com/leonfredym?lang=es,Circunscripción Territorial de Antioquia en Antioquia,Universitaria,Licenciado,2018-2022,6 de junio de 1972,51,Ituango,Masculino,,628 - 630 Ed. Nuevo del Congreso,4325100 ext: 3691 - 4044,leon.munoz@camara.gov.co,https://www.youtube.com/channel/UCn2J0ZXPzRhVPqccidoWbww
115,"Abogado de la Universidad Santiago de Cali, se especializó en Derecho Administrativo y Docencia Universitaria. Es hoy candidato a la maestría en Gobierno, en la Universidad ICESI (Cali).Auditor de la Contraloría General de la República en el Valle del Cauca en 2005. Luego por concurso de méritos se desempeñó como director del Instituto Colombiano de Bienestar Familiar (ICBF) en la regional del Valle del Cauca, desde 2008 hasta 2016 cuando renunció al cargo. Además, fue el único director regional simultáneo de dos departamentos: Valle del Cauca y Chocó (aquí encargado entre 2014 y 2015). En sus ocho años consecutivos de gestión, el ICBF del Valle del Cauca pasó a los primeros lugares de gestión pública y resultados en atención a la niñez y la primera infancia.Su preocupación por los jóvenes sin familias del ICBF lo llevó a crear el programa “Proyecto de Vida”, a través del cual se les permite acceso a la educación superior y proyección de carrera para la vida independiente a más de 250 jóvenes sin hogar del Valle del Cauca. Este programa luego fue adoptado como política nacional, y beneficia hoy a más de 1500 jóvenes en todo el país.Gracias su gestión, los Consejos Comunitarios Afrodescendientes y Cabildos Indígenas consiguieron más desarrollo institucional; y por primera vez empezaron a administrar directamente sus recursos para la atención de los niños de sus comunidades, en un modelo que solo se implementa en el Valle del Cauca.Tomado de:http://bit.ly/2FGGLoY",Jhon Arley Murillo Benitez,Consejo Comunitario Ancestral de Comunidades Negras Playa Renaciente,,https://www.facebook.com/jhonarleymurillob/?ref=br_rs,,,,https://twitter.com/jhonmurillob,Circunscripción Especial por Comunidades Afrocolombianas en Comunidades Afro,Especialización,Abogado/a,2018-2022,14 de enero de 1980,43,Itsmina,Masculino,,501 - 501B Ed. Nuevo del Congreso,4325100 ext: 3472 - 3480 - 3481,jhon.murillo@camara.gov.co,
116,"Natural de Bogotá, abogado de la Universidad La Gran Colombia, Especialista en Ciencias Penales y Penitenciarias en la Universidad Nacional, estudió Cooperativismo en Israel, y ha sido Profesor de Derecho Penal General y Especial de las Universidades La Gran Colombia y la Santo Tomás de Aquino. En forma paralela al ejercicio de la abogacía, desde hace más de 30 años se ha desempeñado como Periodista y Locutor.Entre otros cargos, el Doctor Navas Talero ha sido Juez Permanente de Instrucción Criminal, Comisario de Policía Judicial, Fiscal Instructor de la Procuraduría General de la Nación, Asesor Jurídico de la Procuraduría General de la Nación, Procurador de Distrito Judicial, Jefe de Personal de la Procuraduría General de la Nación, Director de la Fundación Servicio Jurídico Popular, Presidente del Consejo Directivo de Indufamiliar-Caja de Compensación, así como Director del Programa de Televisión Consultorio Jurídico.Coautor de las obras: Guía Práctica del Derecho, El Abogado de la Mujer, El Abogado del Comerciante, El Abogado en Asuntos Laborales, La Nueva Guía del Derecho, y Cómo Defenderse del Estado, todas ellas, de la colección Consultorio Jurídico en Casa de Intermedio Editores.Representante a la Cámara desde 1998",Carlos Germán Navas Talero,PDA - Polo Democrático Alternativo,https://www.instagram.com/germannavastalero/,https://www.facebook.com/germannavastalero,,,,https://twitter.com/GNavasTalero,Circunscripción Territorial de Bogotá en Distrito Capital,Especialización,Abogado/a,2018-2022,1 de abril de 1941,82,Bogotá,Masculino,300 209 1607,419B - 420B Ed. Nuevo Congreso,4325100 ext: 3457 - 3458,german.navas@camara.gov.co,https://www.youtube.com/user/facr977
117,"Abogado especialista en Derecho Administrativo y Seguridad Social de la Universidad Santo Tomás de Bucaramanga; con un magíster en Dirección y Gestión de Sistemas de Seguridad Social de la Universidad Alcalá de Henares de EspañaInició su experiencia laboral como abogado litigante. En el año 2003 se desempeñó como Director Jurídico del Seguro Social seccional Santander y fue asesor laboral en los procesos de modernización de los Hospitales Liquidados de Santander.En el año 2009 fue asesor y consultor de la Secretaría de Salud del Municipio de Barrancabermeja y cuatro años después se desempeñó como Procurador Judicial para Asuntos del Trabajo y Seguridad Social de la Procuraduría General de la Nación. Finalmente, su último cargo público lo ejerció, en el año 2017, como asesor en la Dirección General del Instituto Nacional de Vías (INVIAS).También ha sido docente de pregrado y posgrado en la Universidad Santo Tomás y en la Universidad Libre de Colombia; y es el autor del libro ‘Lo que usted debe saber del Sistema Pensional Colombiano’, publicado el 31 de enero de 2014.http://www.victormanuelortiz.com/Biografia.aspx",Víctor Manuel Ortiz Joya,Liberal Colombiano,,https://www.facebook.com/victormaortizj,,,,https://twitter.com/victormaortiz,Circunscripción Territorial de Santander en Santander,Maestría,Abogado/a,2018-2022,14 de octubre de 1975,47,Ocaña,Masculino,,223B - 224B Ed. Nuevo del Congreso,4325100 ext: 3287 - 3288,Correo victor.ortiz@camara.gov.co,https://www.youtube.com/channel/UC6kqrpPI1zWjlYgGDRpOxmg
118,"Abogada de la Universidad de los Andes. Maestría en administración pública de la Universidad de Harvard. 20 años de experiencia creando y manejando proyectos y empresas en lo social, privado y estatal.También ha sido diplomática ante los Estados Unidos. Fue asesora y funcionaria en el Ministerio de Minas y Energía (Colombia), Confecámaras, Comfama y Bancóldex, entre otras. Además, ha sido miembro de las juntas directivas de Transparencia por Colombia y la Asociación de Emprendedores de Colombia.Fuente: http://lasillavacia.com/users/catalina-ortiz-lalinde",Catalina Ortiz Lalinde,Alianza Verde,,https://www.facebook.com/catalina.ortiz.lalinde,,,,https://twitter.com/cataortizco,Circunscripción Territorial de Valle del Cauca en Valle del Cauca,Maestría,Abogado/a,2018-2022,11 de enero de 1973,50,Cali,Femenino,310 3129545,332B - 333B Ed. Nuevo del Congreso,4325100 ext: 3382 -3383,catalina.ortiz@camara.gov.co,https://www.youtube.com/channel/UC_ZBEfMxT-JZU8JqQVKeyHw
119,"Este economista y administrador tiene una amplia experiencia en el sector público y en la política. Entre otras, fue diputado conservador durante dos periodos seguidos (2001 al 2008), gerente de la Licorera de Boyacá, Secretario de Salud y gerente del Instituto de Transporte cuando era gobernador Juan Carlos Granados. Fue varias veces candidato fallido a la Alcaldía de Chiquinquirá.Tomado de: La Silla Vacíahttp://bit.ly/2oFoodt",Héctor Angel Ortiz Núñez,Centro Democrático,https://www.instagram.com/hectorangelon/,https://www.facebook.com/Hangelortizn/,,,,https://twitter.com/hangelortizn?lang=es,Circunscripción Territorial de Boyacá en Boyacá,Universitaria,Economista,2018-2022,23 de marzo de 1964,59,Chiquinquirá,Masculino,,303B - Ed. Nuevo del Congreso,4325100 ext: 3327 - 4168,hectorangel@hotmail.com,
120,"Representante a la Cámara por el Departamento de Casanare 2018-2022, electo por el Partido Alianza Verde, con más de 21.000 votos; Integrante de la Comisión Quinta de la Cámara de Representantes; Miembro del Parlamento Andino; Embajador del Frente Parlamentario Contra el Hambre de América Latina y el Caribe; Integrante del Grupo Parlamentario Multipartidista, Conservacionista Colombiano; Concejal del Municipio de Yopal (2015); líder social y comunitario habiendo liderado luchas en favor de la población menos favorecida en temas como: agua potable, educación, deporte, agro, oportunidades laborales, entre otros; Contador Público de Profesión.Fuente: oficina del representante",César Augusto Ortiz Zorro,Alianza Verde,,https://www.facebook.com/cesar.fox.10,,,,https://twitter.com/CesarOrtiZorro,Circunscripción Territorial de Casanare en Casanare,Universitaria,Contador/a,2018-2022,22 de junio de 1982,41,Yopal,Masculino,3144846790,326B Ed. Nuevo del Congreso,4325100 ext: 3388 - 3393,cesar.ortiz@camara.gov.co,
121,"Abogado de la Gran Colombia con Especialización en Derecho Procesal y Pruebas de la Universidad Libre de Colombia Especialización en Derecho Público, Ciencia y Sociología Políticas del Convenio - U. Externado - U. Complutense de Madrid - U. MilánTrabajó como Secretario de Participación Ciudadana y Gestión Comunitaria en Alcaldía de Armenia, fue Secretario de Desarrollo Social en Gobernación del Quindío; Decano de la Facultad de Derecho en Universidad La Gran Colombia (2007 – 2010); Secretario General en Ministerio de Minas, Asesor Jurídico en Vicepresidencia de la República de Colombia; Director General en Instituto Municipal del Deporte y la Recreación de Armenia y Secretario del Interior en Gobernación del Quindío.",Diego Javier Osorio Jiménez,Centro Democrático,https://www.instagram.com/diegojavierosorio/,https://www.facebook.com/profile.php?id=591841218,,,,https://twitter.com/DiegoJavOsorio,Circunscripción Territorial de Quindío en Quindío,Especialización,Abogado/a,2018-2022,Invalid Date,Sin edad asignada,Armenia,Masculino,,MZ NTE Of. 101 Ed. Nuevo del Congreso,4325100 ext: 3955 - 4008,diego.osorio@camara.gov.co,
122,"ESTUDIOS:-Economista Industrial de la Universidad de Medellín-Especialista en Gerencia Financiera de la Universidad Pontificia Bolivariana-Especialista en Gobierno Público de la Universidad de MedellínCARGOS DESEMPEÑADOS:-Analista de Impuestos en el Municipio de Itagüí-Jefe de Compras del Municipio de Itagüí-Directora de Rentas Municipales de Itagüí-Secretaria General de la Empresa Antioqueña de Energía EADE-Subgerente de CORVIDE-Subgerente de Mi Rio-Gerente de CAJANAL Antioquia-Honorable Concejala del municipio de Itagüí en los periodos 2004 - 2007 y 2008-2009-Presidenta del Concejo Municipal de Itagüí-Miembro del Directorio Departamental del partido Conservador, elegida por voto popular-Vicepresidenta del Directorio departamental Conservador.Representante a la Cámara 2010 - 2014; Senadora 2014 - 2018",Nidia Marcela Osorio Salgado,Conservador Colombiano,,https://www.facebook.com/nidiamarcelaosorios,,,,https://twitter.com/NidiaMarcelaO,Circunscripción Territorial de Antioquia en Antioquia,Especialización,Economista,2018-2022,26 de junio de 1964,59,Itagüí,Femenino,311 321 7339 / 314 780 7524,202 Ed. Nuevo del Congreso,4325100 ext: 3824 - 3825,nidiamarcelaosoriosalgado@gmail.com,https://www.youtube.com/user/nidiamarcelaosorio
123,"César Augusto Pachón Achury, Representante por el Movimiento Alternativo Indígena y Social MAIS a la Cámara de Territorial Boyacá, es un campesino nacido el 21 de mayo de 1.983, sus padres doña Blanca Achury y don Samuel Pachón Gómez, de origen campesino de zona de páramo siempre le inculcaron el valor del trabajo y el amor por el campo, su niñez tránsito entre las jornadas de estudio y en actividades agrícolas y pecuarias.Ingeniero Agrónomo de la Facultad de Ciencias Agropecuarias de la Universidad Pedagógica y Tecnológica de Colombia. En el ámbito académico, César ha sido Joven Investigador del grupo de Ecofisiología Vegetal de la misma universidad.Se ha desempeñado como profesor catedrático en la Facultad de Ciencias Agropecuarias de la UPTC y como conferencista nacional e internacional en temas relacionados con agricultura, economía, desarrollo rural y ambiente.Invitado magistral de la Catedra Manuel Ancizar de la Universidad Nacional de Colombia, la Pontificia Universidad Javeriana, la Universidad Agraria de Colombia, así como conferencista especial de la Universidad Nacional Autónoma de México, invitado por la Asociación Mexicana de Estudios Rurales.En el ámbito social, César ha sido reconocido como el líder del Paro Nacional Agrario del año 2013, así mismo, ha acompañado movilizaciones sociales de sectores de la Salud, Educación, Transporte y el Comercio.Ha sido vocero nacional de Dignidad Agropecuaria Colombiana, organización de campesinos y productores agropecuarios del país, ha sido presidente de la Movimiento Social y Campesino Dignidad Papera y ha liderado proyectos sociales y comunitarios de gran impacto social, tal como la iniciativa del proyecto productivo “Alimento para La Guajira” en coordinación con distintas instituciones.Igualmente, César Pachón fue el fundador y presentador del programa de Televisión “El Tal Campo Sí Existe”, el cual se emitía a nivel nacional por Canal Capital, en este espacio se muestra la problemática y soluciones del campo y del medio ambiente.En el ámbito profesional y privado, César ha sido desarrollador de semillas de hortalizas y flores en el país, siendo el gestor de la mejor semilla de cebolla de bulbo que siembran nuestros campesinos. Además, ha trabajado como exponente de la ganadería de la raza normando, en las principales ferias ganaderas del país, conociendo su crianza y su manejo.https://www.mais.com.co/index.php/abel-david-206-camara-movimiento-mais/219-cesar-augusto-pachon-camara-de-representantes",César Augusto Pachón Achury,Pacto Histórico Coalición,,https://www.facebook.com/CesarPachonAgro/,,,,https://twitter.com/CesarPachonAgro,Circunscripción Nacional en Boyacá,Universitaria,Ingeniero/a,2022 - 2026,21 de mayo de 1983,40,Carmen de Carupa,Masculino,,506B - 509B Ed. Nuevo del Congreso,4325100 ext: 4483 - 4484 4485,cesar.pachon@camara.gov.co,
124,,Hernando Jose Padaui Alvarez,Cambio Radical,,https://www.facebook.com/representantehernando.padauiinstitucional?sk=wall,,,,,Circunscripción Territorial de Bolívar en Bolívar,Maestría,Ciencias de la Salud,2018-2022,1 de marzo de 1968,55,Magangué,Masculino,312 425 0726 / 315 899 2778,523B-524B Ed. Nuevo Congreso,4325100 ext: 4088 - 4089 - 4350,,https://www.youtube.com/channel/UCXIbrqlF8abmvTJLY4TyDhw
